code,description,bec
741999,Copper: articles n.e.c. in heading no. 7419,22
750110,Nickel: nickel mattes,22
750120,Nickel: oxide sinters and other intermediate products of nickel metallurgy,22
750210,"Nickel: unwrought, not alloyed",22
750220,"Nickel: unwrought, alloys",22
750300,Nickel: waste and scrap,21
750400,Nickel: powders and flakes,22
750511,"Nickel: bars, rods and profiles, not alloyed",22
750512,"Nickel: bars, rods and profiles, of nickel alloys",22
750521,"Nickel: wire, not alloyed",22
750522,"Nickel: wire, of nickel alloys",22
750610,"Nickel: plates, sheets, strip and foil, not alloyed",22
750620,"Nickel: plates, sheets, strip and foil, of nickel alloys",22
750711,"Nickel: tubes and pipes, not alloyed",22
750712,"Nickel: tubes and pipes, of nickel alloys",22
750720,Nickel: tube and pipe fittings,22
750810,"Nickel: cloth, grill and netting, of nickel wire",22
750890,Nickel: articles thereof n.e.c. in item no. 7508.1,22
760110,"Aluminium: unwrought, (not alloyed)",22
760120,"Aluminium: unwrought, alloys",22
760200,Aluminium: waste and scrap,21
760310,Aluminium: powders of non-lamellar structure,22
760320,"Aluminium: powders of lamellar structure, flakes",22
760410,"Aluminium: (not alloyed), bars, rods and profiles",22
760421,"Aluminium: alloys, hollow profiles",22
760429,"Aluminium: alloys, bars, rods and profiles, other than hollow",22
760511,"Aluminium: (not alloyed), wire, maximum cross-sectional dimension exceeds 7mm",22
760519,"Aluminium: (not alloyed), wire, maximum cross-sectional dimension is 7mm or less",22
760521,"Aluminium: alloys, wire, maximum cross-sectional dimension exceeding 7mm",22
760529,"Aluminium: alloys, wire, maximum cross-sectional dimension is 7mm or less",22
760611,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, (not alloyed), rectangular (including square)",22
760612,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",22
760691,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, not alloyed, (not rectangular or square)",22
760692,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)",22
760711,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",22
760719,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",22
760720,"Aluminium: foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm",22
760810,"Aluminium: tubes and pipes, not alloyed",22
760820,"Aluminium: tubes and pipes, alloys",22
760900,"Aluminium: tube or pipe fittings (e.g. couplings, elbows, sleeves)",22
761010,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",22
761090,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like",22
761100,"Aluminium: reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment",41
761210,"Aluminium: collapsible tubular containers, for any material, (not compressed or liquefied gas), 300l capacity or less, whether or not lined, not fitted with mechanical/thermal equipment",41
761290,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",41
761300,Aluminium: containers for compressed or liquefied gas,41
761410,"Aluminium: stranded wire, cables, plaited bands and the like, (not electrically insulated), with steel core",22
761490,"Aluminium: stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",22
761510,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",62
761520,Aluminium: sanitary ware and parts thereof,22
761610,"Aluminium: nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",22
761691,"Aluminium: cloth, grill, netting and fencing, of aluminium wire",22
761699,Aluminium: articles n.e.c. in heading 7616,22
780110,"Lead: unwrought, refined",22
780191,"Lead: unwrought, unrefined, containing by weight antimony as the principal other element",22
780199,"Lead: unwrought, unrefined, not containing by weight antimony as the principal other element",22
780200,Lead: waste and scrap,21
780411,"Lead: sheets, strip and foil, of a thickness (excluding any backing) not exceeding 0.2mm",22
780419,"Lead: plates, sheets, strip and foil, of a thickness (excluding any backing) exceeding 0.2mm",22
780420,Lead: powders and flakes,22
780600,Lead: articles n.e.c. in chapter 78,22
790111,"Zinc: unwrought, (not alloyed), containing by weight 99.99% or more of zinc",22
790112,"Zinc: unwrought, (not alloyed), containing by weight less than 99.99% of zinc",22
790120,"Zinc: unwrought, alloys",22
790200,Zinc: waste and scrap,21
790310,Zinc dust,22
790390,Zinc: powders and flakes,22
790400,"Zinc: bars, rods, profiles and wire",22
790500,"Zinc: plates, sheets, strip and foil",22
790700,Zinc: articles n.e.c. in chapter 79,22
800110,"Tin: unwrought, not alloyed",22
800120,"Tin: unwrought, alloys",22
800200,Tin: waste and scrap,21
800300,"Tin: bars, rods, profiles and wire",22
800700,Tin: articles n.e.c. in chapter 80,22
810110,"Tungsten (wolfram): articles thereof, including waste and scrap, powders",22
810194,"Tungsten (wolfram): unwrought, including bars and rods obtained simply by sintering",22
810196,Tungsten (wolfram): wire,22
810197,Tungsten (wolfram): waste and scrap,21
810199,Tungsten (wolfram): articles n.e.c. in heading no. 8101,22
810210,"Molybdenum: articles thereof, including waste and scrap, powders",22
810294,"Molybdenum: unwrought, including bars and rods obtained simply by sintering",22
810295,"Molybdenum: bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",22
810296,Molybdenum: wire,22
810297,Molybdenum: waste and scrap,21
810299,Molybdenum: articles n.e.c. in heading no. 8102,22
810320,"Tantalum: unwrought, including bars and rods obtained simply by sintering, powders",22
810330,Tantalum: waste and scrap,21
810390,Tantalum: articles n.e.c. in heading no. 8103,22
810411,"Magnesium: unwrought, containing at least 99.8% by weight of magnesium",22
810419,"Magnesium: unwrought, containing less than 99.8% by weight of magnesium",22
810420,Magnesium: waste and scrap,21
810430,"Magnesium: raspings, turnings and granules, graded according to size, powders",22
810490,Magnesium: articles n.e.c. in heading no. 8104,22
810520,"Cobalt: mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders",22
810530,Cobalt: waste and scrap,21
810590,Cobalt: articles n.e.c. in heading no. 8105,22
810600,"Bismuth: articles thereof, including waste and scrap",22
810720,"Cadmium: unwrought, powders",22
810730,Cadmium: waste and scrap,21
810790,"Cadmium: other than unwrought, n.e.c. in heading no. 8107",22
810820,"Titanium: unwrought, powders",22
810830,Titanium: waste and scrap,21
810890,"Titanium: other than unwrought, n.e.c. in heading no. 8108",22
810920,"Zirconium: unwrought, powders",22
810930,Zirconium: waste and scrap,21
810990,"Zirconium: other than unwrought, n.e.c. in heading no. 8109",22
811010,"Antimony and articles thereof: unwrought antimony, powders",22
811020,Antimony: waste and scrap,21
811090,"Antimony and articles thereof: wrought, other than waste and scrap",22
811100,"Manganese: articles thereof, including waste and scrap",22
811212,"Beryllium and articles thereof: unwrought beryllium, powders",22
811213,Beryllium: waste and scrap,21
811219,Beryllium and articles thereof: wrought other than waste and scrap,22
811221,"Chromium and articles thereof: unwrought chromium, powders",22
811222,Chromium: waste and scrap,21
811229,Chromium and articles thereof: wrought other than waste and scrap,22
811251,"Thallium and articles thereof: unwrought thallium, powders",22
811252,Thallium: waste and scrap,21
811259,"Thallium and articles thereof: other than unwrought thallium, powders or waste and scrap",22
811292,"Gallium, germanium, hafnium, indium, niobium (columbium), rhenium and vanadium: articles thereof, unwrought, including waste and scrap, powders",22
811299,"Gallium, germanium, hafnium, indium, niobium (columbium), rhenium and vanadium: articles thereof, other than unwrought including waste and scrap and powders",22
811300,"Cermets: articles thereof, including waste and scrap",22
820110,"Tools, hand: spades and shovels",41
820130,"Tools, hand: mattocks, picks, hoes and rakes",41
820140,"Tools, hand: axes, bill hooks and similar hewing tools, of a kind used in agriculture, horticulture or forestry",41
820150,"Tools, hand: one-handed secateurs (including poultry shears)",41
820160,"Tools, hand: hedge shears, two-handed pruning shears and similar two-handed shears",41
820190,"Tools, hand: forks, scythes, sickles, hay knives, timber wedges, and other hand tools of a kind used in agriculture, horticulture or forestry n.e.c. in heading 8201",41
820210,"Tools, hand: hand saws",41
820220,"Tools, hand: band saw blades",42
820231,"Tools, hand: circular saw blades (including slitting or slotting saw blades), with working part of steel",42
820239,"Tools, hand: circular saw blades (including slitting or slotting saw blades), with working part of materials (other than steel)",42
820240,"Tools, hand: chain saw blades",42
820291,"Tools, hand: straight saw blades, for working metal",42
820299,"Tools, hand: saw blades n.e.c. in heading no. 8202",42
820310,"Tools, hand: files, rasps and similar tools",41
820320,"Tools, hand: pliers (including cutting pliers), pincers, tweezers and similar tools",41
820330,"Tools, hand: metal cutting shears and similar tools",41
820340,"Tools, hand: pipe-cutters, bolt croppers, perforating punches and similar tools",41
820411,"Tools, hand: hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), non-adjustable",41
820412,"Tools, hand: hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable",41
820420,"Tools, hand: interchangeable spanner sockets, with or without handles",41
820510,"Tools, hand: drilling, threading or tapping tools",41
820520,"Tools, hand: hammers and sledge hammers",41
820530,"Tools, hand: planes, chisels, gauges and similar cutting tools for working wood",41
820540,"Tools, hand: screwdrivers",41
820551,"Tools, hand: household tools",62
820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers",41
820560,"Tools, hand: blow lamps",41
820570,"Tools, hand: vices, clamps and the like",41
820590,"Tools, hand: n.e.c. in heading 8205, including anvils, portable forges, hand or pedal-operated grinding wheels with frameworks, and sets of articles of two or more of the subheadings in heading 8205",41
